Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
India,IND,1990,Agricultural land (sq. km),AG.LND.AGRI.K2,1814130
India,IND,1989,Agricultural land (sq. km),AG.LND.AGRI.K2,1815010
India,IND,1988,Agricultural land (sq. km),AG.LND.AGRI.K2,1810910
India,IND,1987,Agricultural land (sq. km),AG.LND.AGRI.K2,1815430
India,IND,1986,Agricultural land (sq. km),AG.LND.AGRI.K2,1811920
India,IND,1985,Agricultural land (sq. km),AG.LND.AGRI.K2,1813400
India,IND,1984,Agricultural land (sq. km),AG.LND.AGRI.K2,1814520
India,IND,1983,Agricultural land (sq. km),AG.LND.AGRI.K2,1804620
India,IND,1982,Agricultural land (sq. km),AG.LND.AGRI.K2,1807710
India,IND,1981,Agricultural land (sq. km),AG.LND.AGRI.K2,1804010
India,IND,1980,Agricultural land (sq. km),AG.LND.AGRI.K2,1802720
India,IND,1979,Agricultural land (sq. km),AG.LND.AGRI.K2,1805800
India,IND,1978,Agricultural land (sq. km),AG.LND.AGRI.K2,1805920
India,IND,1977,Agricultural land (sq. km),AG.LND.AGRI.K2,1795910
India,IND,1976,Agricultural land (sq. km),AG.LND.AGRI.K2,1796490
India,IND,1975,Agricultural land (sq. km),AG.LND.AGRI.K2,1796940
India,IND,1974,Agricultural land (sq. km),AG.LND.AGRI.K2,1792820
India,IND,1973,Agricultural land (sq. km),AG.LND.AGRI.K2,1787510
India,IND,1972,Agricultural land (sq. km),AG.LND.AGRI.K2,1779460
India,IND,1971,Agricultural land (sq. km),AG.LND.AGRI.K2,1778170
India,IND,1970,Agricultural land (sq. km),AG.LND.AGRI.K2,1780520
India,IND,1969,Agricultural land (sq. km),AG.LND.AGRI.K2,1777920
India,IND,1968,Agricultural land (sq. km),AG.LND.AGRI.K2,1783640
India,IND,1967,Agricultural land (sq. km),AG.LND.AGRI.K2,1778070
India,IND,1966,Agricultural land (sq. km),AG.LND.AGRI.K2,1775300
India,IND,1965,Agricultural land (sq. km),AG.LND.AGRI.K2,1771770
India,IND,1964,Agricultural land (sq. km),AG.LND.AGRI.K2,1767120
India,IND,1963,Agricultural land (sq. km),AG.LND.AGRI.K2,1761540
India,IND,1962,Agricultural land (sq. km),AG.LND.AGRI.K2,1764820
India,IND,1961,Agricultural land (sq. km),AG.LND.AGRI.K2,1749520
India,IND,2016,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.4471964455686
India,IND,2015,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.4471964455686
India,IND,2014,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.4471964455686
India,IND,2013,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.4394606466455
India,IND,2012,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.4206256579633
India,IND,2011,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.4300431523044
India,IND,2010,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.3974182611942
India,IND,2009,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.5639061075814
India,IND,2008,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.4593046525785
India,IND,2007,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.4132261981239
India,IND,2006,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.5094191760365
India,IND,2005,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.5834137744308
India,IND,2004,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.6671622062499
India,IND,2003,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.6247834817149
India,IND,2002,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.7293849367178
India,IND,2001,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.7048321836142
India,IND,2000,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.8689656564162
India,IND,1999,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.8844372542623
India,IND,1998,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.8349954089715
India,IND,1997,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.8709836909178
India,IND,1996,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.7391387701425
India,IND,1995,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.8588754839079
India,IND,1994,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.9752488068371
India,IND,1993,Agricultural land (% of land area),AG.LND.AGRI.ZS,61.0058556634457
India,IND,1992,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.9799575540076
India,IND,1991,Agricultural land (% of land area),AG.LND.AGRI.ZS,61.0744688365022
India,IND,1990,Agricultural land (% of land area),AG.LND.AGRI.ZS,61.0162821750376
India,IND,1989,Agricultural land (% of land area),AG.LND.AGRI.ZS,61.0458800143953
India,IND,1988,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.907980990115
India,IND,1987,Agricultural land (% of land area),AG.LND.AGRI.ZS,61.0600062559069
India,IND,1986,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.9419512375597
India,IND,1985,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.991729421934
India,IND,1984,Agricultural land (% of land area),AG.LND.AGRI.ZS,61.0293993992984
India,IND,1983,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.696423706524
India,IND,1982,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.8003524833596
India,IND,1981,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.6759070224237
India,IND,1980,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.632519280638
India,IND,1979,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.73611171839
India,IND,1978,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.7401477873933
India,IND,1977,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.4034723646992
India,IND,1976,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.4229800315486
India,IND,1975,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.4381152903111
India,IND,1974,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.2995435878635
India,IND,1973,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.1209475344664
India,IND,1972,Agricultural land (% of land area),AG.LND.AGRI.ZS,59.8501945721599
India,IND,1971,Agricultural land (% of land area),AG.LND.AGRI.ZS,59.8068068303741
India,IND,1970,Agricultural land (% of land area),AG.LND.AGRI.ZS,59.8858465150226
India,IND,1969,Agricultural land (% of land area),AG.LND.AGRI.ZS,59.7983983532838
India,IND,1968,Agricultural land (% of land area),AG.LND.AGRI.ZS,59.9907843091091
India,IND,1967,Agricultural land (% of land area),AG.LND.AGRI.ZS,59.803443439538
India,IND,1966,Agricultural land (% of land area),AG.LND.AGRI.ZS,59.7102775133779
India,IND,1965,Agricultural land (% of land area),AG.LND.AGRI.ZS,59.5915498168634
India,IND,1964,Agricultural land (% of land area),AG.LND.AGRI.ZS,59.4351521429845
India,IND,1963,Agricultural land (% of land area),AG.LND.AGRI.ZS,59.2474749343298
India,IND,1962,Agricultural land (% of land area),AG.LND.AGRI.ZS,59.3577941537541
India,IND,1961,Agricultural land (% of land area),AG.LND.AGRI.ZS,58.8431953558299
India,IND,2016,Arable land (% of land area),AG.LND.ARBL.ZS,52.6246220389548
India,IND,2015,Arable land (% of land area),AG.LND.ARBL.ZS,52.6246220389548
India,IND,2014,Arable land (% of land area),AG.LND.ARBL.ZS,52.6246220389548
India,IND,2013,Arable land (% of land area),AG.LND.ARBL.ZS,52.617558918199
India,IND,2012,Arable land (% of land area),AG.LND.ARBL.ZS,52.6525381828945
India,IND,2011,Arable land (% of land area),AG.LND.ARBL.ZS,52.7981730060978
India,IND,2010,Arable land (% of land area),AG.LND.ARBL.ZS,52.8082631786061
India,IND,2009,Arable land (% of land area),AG.LND.ARBL.ZS,53.1160134401098
India,IND,2008,Arable land (% of land area),AG.LND.ARBL.ZS,53.1398935150461
India,IND,2007,Arable land (% of land area),AG.LND.ARBL.ZS,53.1489746703036
India,IND,2006,Arable land (% of land area),AG.LND.ARBL.ZS,53.3642316838144
India,IND,2005,Arable land (% of land area),AG.LND.ARBL.ZS,53.6272488471978
India,IND,2004,Arable land (% of land area),AG.LND.ARBL.ZS,53.7069612100135
India,IND,2003,Arable land (% of land area),AG.LND.ARBL.ZS,53.7466492218795
India,IND,2002,Arable land (% of land area),AG.LND.ARBL.ZS,53.959551861805
India,IND,2001,Arable land (% of land area),AG.LND.ARBL.ZS,53.9235635798587
India,IND,2000,Arable land (% of land area),AG.LND.ARBL.ZS,54.127048725443
India,IND,1999,Arable land (% of land area),AG.LND.ARBL.ZS,54.1421839842055
India,IND,1998,Arable land (% of land area),AG.LND.ARBL.ZS,54.2881551464925
India,IND,1997,Arable land (% of land area),AG.LND.ARBL.ZS,54.3527322505457
India,IND,1996,Arable land (% of land area),AG.LND.ARBL.ZS,54.1590009383861
India,IND,1995,Arable land (% of land area),AG.LND.ARBL.ZS,54.456997366465
India,IND,1994,Arable land (% of land area),AG.LND.ARBL.ZS,54.6635095638018
India,IND,1993,Arable land (% of land area),AG.LND.ARBL.ZS,54.6840262479021
India,IND,1992,Arable land (% of land area),AG.LND.ARBL.ZS,54.7243869379354
India,IND,1991,Arable land (% of land area),AG.LND.ARBL.ZS,54.884484341734
India,IND,1990,Arable land (% of land area),AG.LND.ARBL.ZS,54.9776502678941
India,IND,1989,Arable land (% of land area),AG.LND.ARBL.ZS,54.9833680323155
India,IND,1988,Arable land (% of land area),AG.LND.ARBL.ZS,54.7788738694803
India,IND,1987,Arable land (% of land area),AG.LND.ARBL.ZS,54.892220140657
India,IND,1986,Arable land (% of land area),AG.LND.ARBL.ZS,54.9608333137136
India,IND,1985,Arable land (% of land area),AG.LND.ARBL.ZS,55.0048937336665
India,IND,1984,Arable land (% of land area),AG.LND.ARBL.ZS,55.0311281821881
India,IND,1983,Arable land (% of land area),AG.LND.ARBL.ZS,54.7331317541092
India,IND,1982,Arable land (% of land area),AG.LND.ARBL.ZS,54.906010043085
India,IND,1981,Arable land (% of land area),AG.LND.ARBL.ZS,54.7936727891591
India,IND,1980,Arable land (% of land area),AG.LND.ARBL.ZS,54.7741651223097
India,IND,1979,Arable land (% of land area),AG.LND.ARBL.ZS,54.9726051816399
India,IND,1978,Arable land (% of land area),AG.LND.ARBL.ZS,54.9036556694998
India,IND,1977,Arable land (% of land area),AG.LND.ARBL.ZS,54.5067755508393
India,IND,1976,Arable land (% of land area),AG.LND.ARBL.ZS,54.5061028726721
India,IND,1975,Arable land (% of land area),AG.LND.ARBL.ZS,54.4324446133614
India,IND,1974,Arable land (% of land area),AG.LND.ARBL.ZS,54.3190983421847
India,IND,1973,Arable land (% of land area),AG.LND.ARBL.ZS,54.1653913809746
India,IND,1972,Arable land (% of land area),AG.LND.ARBL.ZS,53.8768124472368
India,IND,1971,Arable land (% of land area),AG.LND.ARBL.ZS,53.7321866412843
India,IND,1970,Arable land (% of land area),AG.LND.ARBL.ZS,54.0026032645071
India,IND,1969,Arable land (% of land area),AG.LND.ARBL.ZS,53.8061812396786
India,IND,1968,Arable land (% of land area),AG.LND.ARBL.ZS,53.8374607744544
India,IND,1967,Arable land (% of land area),AG.LND.ARBL.ZS,53.7402587792909
India,IND,1966,Arable land (% of land area),AG.LND.ARBL.ZS,53.3400152697944
India,IND,1965,Arable land (% of land area),AG.LND.ARBL.ZS,53.2142244525241
India,IND,1964,Arable land (% of land area),AG.LND.ARBL.ZS,53.0514363360566
India,IND,1963,Arable land (% of land area),AG.LND.ARBL.ZS,52.9633154961506
India,IND,1962,Arable land (% of land area),AG.LND.ARBL.ZS,52.7043344017705
India,IND,1961,Arable land (% of land area),AG.LND.ARBL.ZS,52.4036472610227
India,IND,2010,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,44158.00391
India,IND,2000,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,44158.00391
India,IND,1990,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,44158.00391
India,IND,2010,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,1.378568753
India,IND,2000,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,1.378568753
India,IND,1990,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,1.378568753
India,IND,2010,Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,3699.181396
India,IND,2000,Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,3699.181396
India,IND,1990,Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,3699.181396
India,IND,2010,Urban land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.UR.ZS,0.115484746
India,IND,2000,Urban land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.UR.ZS,0.115484746
India,IND,1990,Urban land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.UR.ZS,0.115484746
India,IND,2010,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,1.494053499
India,IND,2000,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,1.494053499
India,IND,1990,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,1.494053499
India,IND,2016,Forest area (sq. km),AG.LND.FRST.K2,708603.984375
India,IND,2015,Forest area (sq. km),AG.LND.FRST.K2,706820
India,IND,2014,Forest area (sq. km),AG.LND.FRST.K2,705036.015625
India,IND,2013,Forest area (sq. km),AG.LND.FRST.K2,703252.03125
India,IND,2012,Forest area (sq. km),AG.LND.FRST.K2,701467.96875
India,IND,2011,Forest area (sq. km),AG.LND.FRST.K2,699683.984375
India,IND,2010,Forest area (sq. km),AG.LND.FRST.K2,697900
India,IND,2009,Forest area (sq. km),AG.LND.FRST.K2,693737.96875
India,IND,2008,Forest area (sq. km),AG.LND.FRST.K2,689576.015625
India,IND,2007,Forest area (sq. km),AG.LND.FRST.K2,685413.984375
India,IND,2006,Forest area (sq. km),AG.LND.FRST.K2,681252.03125
India,IND,2005,Forest area (sq. km),AG.LND.FRST.K2,677090
India,IND,2004,Forest area (sq. km),AG.LND.FRST.K2,672452.03125
India,IND,2003,Forest area (sq. km),AG.LND.FRST.K2,667813.984375
India,IND,2002,Forest area (sq. km),AG.LND.FRST.K2,663176.015625
India,IND,2001,Forest area (sq. km),AG.LND.FRST.K2,658537.96875
India,IND,2000,Forest area (sq. km),AG.LND.FRST.K2,653900
India,IND,1999,Forest area (sq. km),AG.LND.FRST.K2,652448.984375
India,IND,1998,Forest area (sq. km),AG.LND.FRST.K2,650998.0078125
India,IND,1997,Forest area (sq. km),AG.LND.FRST.K2,649546.9921875
India,IND,1996,Forest area (sq. km),AG.LND.FRST.K2,648096.015625
India,IND,1995,Forest area (sq. km),AG.LND.FRST.K2,646645
India,IND,1994,Forest area (sq. km),AG.LND.FRST.K2,645193.984375
India,IND,1993,Forest area (sq. km),AG.LND.FRST.K2,643743.0078125
India,IND,1992,Forest area (sq. km),AG.LND.FRST.K2,642291.9921875
India,IND,1991,Forest area (sq. km),AG.LND.FRST.K2,640841.015625
India,IND,1990,Forest area (sq. km),AG.LND.FRST.K2,639390
India,IND,2016,Forest area (% of land area),AG.LND.FRST.ZS,23.833121474746
India,IND,2015,Forest area (% of land area),AG.LND.FRST.ZS,23.7731191077597
India,IND,2014,Forest area (% of land area),AG.LND.FRST.ZS,23.7131167407734
India,IND,2013,Forest area (% of land area),AG.LND.FRST.ZS,23.6531143737871
India,IND,2012,Forest area (% of land area),AG.LND.FRST.ZS,23.5931093791517
India,IND,2011,Forest area (% of land area),AG.LND.FRST.ZS,23.5331070121654
India,IND,2010,Forest area (% of land area),AG.LND.FRST.ZS,23.4731046451791
India,IND,2009,Forest area (% of land area),AG.LND.FRST.ZS,23.3331192675207
India,IND,2008,Forest area (% of land area),AG.LND.FRST.ZS,23.1931365175115
India,IND,2007,Forest area (% of land area),AG.LND.FRST.ZS,23.0531511398532
India,IND,2006,Forest area (% of land area),AG.LND.FRST.ZS,22.9131683898439
India,IND,2005,Forest area (% of land area),AG.LND.FRST.ZS,22.7731830121856
India,IND,2004,Forest area (% of land area),AG.LND.FRST.ZS,22.6171899962666
India,IND,2003,Forest area (% of land area),AG.LND.FRST.ZS,22.4611943526986
India,IND,2002,Forest area (% of land area),AG.LND.FRST.ZS,22.3052013367797
India,IND,2001,Forest area (% of land area),AG.LND.FRST.ZS,22.1492056932117
India,IND,2000,Forest area (% of land area),AG.LND.FRST.ZS,21.9932126772927
India,IND,1999,Forest area (% of land area),AG.LND.FRST.ZS,21.944409350731
India,IND,1998,Forest area (% of land area),AG.LND.FRST.ZS,21.8956073379939
India,IND,1997,Forest area (% of land area),AG.LND.FRST.ZS,21.8468040114322
India,IND,1996,Forest area (% of land area),AG.LND.FRST.ZS,21.798001998695
India,IND,1995,Forest area (% of land area),AG.LND.FRST.ZS,21.7491986721333
India,IND,1994,Forest area (% of land area),AG.LND.FRST.ZS,21.7003953455716
India,IND,1993,Forest area (% of land area),AG.LND.FRST.ZS,21.6515933328344
India,IND,1992,Forest area (% of land area),AG.LND.FRST.ZS,21.6027900062727
India,IND,1991,Forest area (% of land area),AG.LND.FRST.ZS,21.5539879935356
India,IND,1990,Forest area (% of land area),AG.LND.FRST.ZS,21.5051846669739
India,IND,2013,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,36.7856069627931
India,IND,2012,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,36.3294775163937
India,IND,2011,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,35.3987866644404
India,IND,2010,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,34.4923791438579
India,IND,2009,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,35.3416487104871
India,IND,2008,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,34.6501109831606
India,IND,2007,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,34.9320788330921
India,IND,2006,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,33.8165486420686
India,IND,2005,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,32.8692137725814
India,IND,2004,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,31.6329868329868
India,IND,2003,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,30.7335963028921
India,IND,2002,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,31.5330084182543
India,IND,2001,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,32.2073057893366
India,IND,2014,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1083
India,IND,2012,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1083
India,IND,2007,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1083
India,IND,2002,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1083
India,IND,1997,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1083
India,IND,1992,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1083
India,IND,1987,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1083
India,IND,1982,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1083
India,IND,1977,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1083
India,IND,1972,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1083
India,IND,1967,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1083
India,IND,1962,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1083
India,IND,2017,Cereal yield (kg per hectare),AG.YLD.CREL.KG,3160.8
India,IND,2016,Cereal yield (kg per hectare),AG.YLD.CREL.KG,3021.1
India,IND,2015,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2856.7
India,IND,2014,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2960.4
India,IND,2013,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2969.9
India,IND,2012,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2963.5
India,IND,2011,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2860.7
India,IND,2010,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2676.4
India,IND,2009,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2580.8
India,IND,2008,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2637.9
India,IND,2007,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2583.3
India,IND,2006,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2446.5
India,IND,2005,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2411.6
India,IND,2004,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2350
India,IND,2003,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2399.4
India,IND,2002,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2187.3
India,IND,2001,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2423.1
India,IND,2000,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2294.2
India,IND,1999,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2313.7
India,IND,1998,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2248.4
India,IND,1997,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2228.6
India,IND,1996,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2181
India,IND,1995,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2111.7
India,IND,1994,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2115.5
India,IND,1993,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2084.9
India,IND,1992,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2024.8
India,IND,1991,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1926.3
India,IND,1990,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1891.2
India,IND,1989,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1916.4
India,IND,1988,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1775.8
India,IND,1987,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1583.7
India,IND,1986,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1585.4
India,IND,1985,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1592.2
India,IND,1984,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1563.8
India,IND,1983,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1564.4
India,IND,1982,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1346.4
India,IND,1981,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1398.8
India,IND,1980,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1350
India,IND,1979,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1222.3
India,IND,1978,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1370.2
India,IND,1977,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1331.1
India,IND,1976,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1198.7
India,IND,1975,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1260.8
India,IND,1974,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1074.5
India,IND,1973,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1152.8
India,IND,1972,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1107.8
India,IND,1971,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1136.1
India,IND,1970,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1134.8
India,IND,1969,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1053.7
India,IND,1968,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1036.6
India,IND,1967,Cereal yield (kg per hectare),AG.YLD.CREL.KG,993.7
India,IND,1966,Cereal yield (kg per hectare),AG.YLD.CREL.KG,864.2
India,IND,1965,Cereal yield (kg per hectare),AG.YLD.CREL.KG,854.4
India,IND,1964,Cereal yield (kg per hectare),AG.YLD.CREL.KG,993.6
India,IND,1963,Cereal yield (kg per hectare),AG.YLD.CREL.KG,965.8
India,IND,1962,Cereal yield (kg per hectare),AG.YLD.CREL.KG,929.7
India,IND,1961,Cereal yield (kg per hectare),AG.YLD.CREL.KG,947.3
India,IND,2018,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.54484471050496
India,IND,2017,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.50670386005134
India,IND,2016,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.94105610153909
India,IND,2015,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2.09211575768566
India,IND,2014,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.69565878566846
India,IND,2013,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.51627596536499
India,IND,2012,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.31293433730695
India,IND,2011,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2.00206555190048
India,IND,2010,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.63503429613242
India,IND,2009,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2.65159293595761
India,IND,2008,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,3.62052214975941
India,IND,2007,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2.07339577116452
